"age","party_reg_state","party_primary_state","sex","combined_ethnicity_4way","children_3plus","homeowner","renter","education","hasreligion","catholic","christian","bible_reader","interest_in_religion","donrever_1","liberal_donor","conservative_donor","contbrel_1","contbpol_1","contbhlt_1","blue_collar","farmer","professional_technical","retired","apparel_1","bookmusc_1","electrnc_1","boatownr_1","cat_1","environm_1","outdgrdn_1","outdoor_1","guns_1","golf_1","investor_1","veteran_1","expensive_items_1","cnty_pct_religious","cnty_pct_evangelical","density_clean","marital_status_clean","log_ppi","log_income","log_nchildren","log_pct_evangelical","age.na","support_dem"
53,0,1,"F","B",0,1,0,"bach degree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4798388889,0.1977288889,"urban","married",3.61091791264422,10.4737323659947,0.00995033085316809,-1.620858434544,0,1
85,0,0,"M","W",0,1,0,"some college",1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0.5216388889,0.3507588889,"rural","married",3.25809653802148,10.7704619818543,-4.60517018598809,-1.04765621776901,0,1
52,1,1,"M","W",0,1,0,"post graduate",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.39841,0.10026,"suburban","married",4.84418708645859,11.3477795585764,0.00995033085316809,-2.29998846714678,0,0
76,1,1,"F","W",0,1,0,"some college",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0.64673,0.01687888889,"suburban","married",4.39444915467244,12.2083799815819,-4.60517018598809,-4.08169161603296,0,1
50,0,0,"M","B",0,1,0,"high school",1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0.51661,0.16278,"urban","married",3.89182029811063,10.2814786836435,-4.60517018598809,-1.81535568308324,0,1
58,1,0,"M","B",0,1,0,"some college",1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0.6322788889,0.05114,"suburban","married",4.12713438504509,10.779185430302,-4.60517018598809,-2.9731883091191,0,1
70,0,0,"M","W",0,1,0,"high school",1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.3654588889,0.18674,"suburban","married",3.97029191355212,11.0638689059352,-4.60517018598809,-1.67803800392636,0,1
58,0,1,"F","W",0,0,1,"unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38612,0.2349388889,"rural","married",4.20469261939097,10.5597632583202,-4.60517018598809,-1.44842984589017,0,0
41,0,1,"M","A",0,1,0,"bach degree",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.59621,0.08334888889,"urban","married",4.56434819146784,11.161593365442,0.698134722070984,-2.48472000052806,0,1
22,1,1,"M","W",0,1,0,"some college",1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0.4048788889,0.24093,"suburban","married",4.35670882668959,10.8792540112054,0.698134722070984,-1.42324884411366,0,1
34,0,1,"F","W",0,1,0,"bach degree",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0.5434288889,0.1645388889,"rural","married",4.14313472639153,10.8862586689102,-4.60517018598809,-1.80460833002944,0,0
64,1,1,"M","W",0,1,0,"high school",1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0.4242088889,0.1000988889,"rural","married",3.78418963391826,10.8527487360802,-4.60517018598809,-2.30159669262267,0,0
26,0,1,"F","B",0,0,1,"bach degree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40423,0.1239,"urban","single",2.89037175789616,10.8080497735317,0.00995033085316809,-2.08828049034704,0,0
57,0,1,"M","W",0,0,0,"post graduate",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61447,0.26006,"urban","married",5.10594547390058,10.9512275108305,-4.60517018598809,-1.34684290535896,0,1
76,0,1,"F","W",0,1,0,"some college",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0.36937,0.12331,"suburban","married",3.93182563272433,10.604429276562,-4.60517018598809,-2.0930537690997,0,1
54,1,1,"M","H",0,1,0,"some college",1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0.4940688889,0.05692,"suburban","married",5.51342874616498,11.1614228358049,-4.60517018598809,-2.86610850576049,0,1
56,1,0,"F","W",0,1,0,"high school",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0.5330088889,0.4809488889,"rural","married",3.71357206670431,10.1688473259834,0.00995033085316809,-0.731994274605539,0,0
62,1,1,"M","H",0,1,0,"bach degree",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0.3957788889,0.1074088889,"suburban","married",4.77068462446567,11.8831018528326,-4.60517018598809,-2.23111233590013,0,0
35,0,1,"M","B",0,0,0,"unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5271288889,0.08318,"urban","single",4.54329478227,10.1842582966851,-4.60517018598809,-2.48674834466737,0,1
58,1,1,"F","W",0,1,0,"some college",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0.4641388889,0.1827588889,"suburban","single",4.70048036579242,11.4136132878466,-4.60517018598809,-1.69958754186344,0,1
59,1,0,"F","W",0,1,0,"post graduate",1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0.31205,0.10054,"suburban","single",4.12713438504509,11.09657634026,0.00995033085316809,-2.29719962071771,0,1
23,1,0,"M","W",0,1,0,"post graduate",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0.4126988889,0.1579,"rural","married",4.33073334028633,10.615579149097,0.00995033085316809,-1.84579335772054,0,0
61,1,0,"M","W",0,1,0,"bach degree",1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0.5105188889,0.20952,"rural","married",4.30406509320417,10.6904665479299,-4.60517018598809,-1.56293607878268,0,0
69,1,1,"F","W",0,0,0,"unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52586,0.1331688889,"rural","married",3.36729582998647,11.0769444467389,-4.60517018598809,-2.01613711497364,0,1
81,1,1,"F","H",0,1,0,"no hs degree",1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0.5310388889,0.08296888889,"urban","married",4.34380542185368,10.7485829893681,-4.60517018598809,-2.48928957410346,0,1
25,0,1,"M","B",0,0,1,"high school",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51284,0.2437888889,"suburban","married",4.15888308335967,10.9975896857264,-4.60517018598809,-1.41145263762488,0,1
58,1,1,"F","H",0,1,0,"high school",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0.39986,0.1196588889,"urban","married",4.00733318523247,10.6978592071139,0.00995033085316809,-2.12311017653888,0,1
49,1,0,"F","W",0,1,0,"unknown",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0.5050788889,0.4236488889,"rural","married",4.07753744390572,10.2436671939457,-4.60517018598809,-0.858850259024922,0,0
30,1,0,"M","H",0,1,0,"no hs degree",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6712888889,0.0298,"urban","married",4.15888308335967,10.9577298934683,0.00995033085316809,-3.51324688547078,0,0
54,1,0,"M","W",0,1,0,"some college",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0.6712888889,0.0298,"urban","married",4.88280192258637,11.6436817605725,0.00995033085316809,-3.51324688547078,0,0
67,1,1,"F","H",0,1,0,"post graduate",1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0.5213788889,0.2582688889,"suburban","married",3.78418963391826,10.6785833157432,-4.60517018598809,-1.35375403174038,0,1
87,1,0,"F","B",0,1,0,"unknown",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0.2761388889,0.1196888889,"suburban","married",3.09104245335832,10.9247147101547,-4.60517018598809,-2.12285949528808,0,0
27,1,0,"M","W",0,1,0,"bach degree",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0.4675188889,0.30431,"suburban","married",3.97029191355212,10.7721624304686,-4.60517018598809,-1.18970836031223,0,0
80,0,0,"M","W",0,1,0,"high school",1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0.6129188889,0.36147,"suburban","married",2.89037175789616,10.5950584914797,-4.60517018598809,-1.01757622837884,0,0
64,1,0,"M","W",0,1,0,"post graduate",0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0.39773,0.18227,"suburban","married",4.35670882668959,10.8085959950077,-4.60517018598809,-1.70226617474529,0,0
30,1,1,"F","W",0,1,0,"post graduate",1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0.37518,0.07575,"rural","married",4.8283137373023,11.5168278407875,0.698134722070984,-2.58031683459266,0,0
67,0,1,"F","W",0,1,0,"high school",1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0.37742,0.17137,"rural","married",3.93182563272433,10.8316475649804,-4.60517018598809,-1.76393031730938,0,0
31,1,1,"M","H",0,1,0,"some college",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0.4719588889,0.1229588889,"urban","married",4.43081679884331,11.0825117114981,-4.60517018598809,-2.09590521606458,0,1
81,0,0,"F","W",0,1,0,"high school",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0.4727588889,0.2199188889,"suburban","single",2.56494935746154,10.4652439049707,-4.60517018598809,-1.51449648742965,0,0
59,1,0,"M","W",0,1,0,"bach degree",1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0.36641,0.1088788889,"suburban","married",4.9416424226093,11.5129254649702,-4.60517018598809,-2.21751912550363,0,0
78,0,0,"M","W",0,1,0,"some college",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0.7923988889,0.5277688889,"rural","married",3.78418963391826,10.8921547583859,-4.60517018598809,-0.63909680151571,0,0
58,0,1,"M","W",0,1,0,"high school",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.52434,0.23561,"suburban","married",4.75359019110636,11.1934499620206,-4.60517018598809,-1.44557738328373,0,1
49,0,1,"M","H",0,1,0,"high school",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.37742,0.17137,"suburban","married",4.14313472639153,10.5218573061382,0.00995033085316809,-1.76393031730938,0,0
72,0,1,"M","W",0,1,0,"some college",1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.38017,0.1098288889,"rural","married",2.89037175789616,10.8924709698037,-4.60517018598809,-2.2088316797768,0,0
81,0,1,"F","W",0,1,0,"high school",0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.40423,0.1239,"suburban","married",2.89037175789616,10.1917819374863,-4.60517018598809,-2.08828049034704,0,0
30,1,1,"F","W",0,1,0,"some college",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0.4242088889,0.1000988889,"rural","married",4.53259949315326,10.905295211933,-4.60517018598809,-2.30159669262267,0,0
74,1,1,"F","W",0,1,0,"no hs degree",1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0.46212,0.2661388889,"rural","married",3.78418963391826,10.9471507497192,-4.60517018598809,-1.32373696774562,0,0
65,0,1,"F","W",0,1,0,"high school",1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0.48042,0.3573888889,"rural","married",3.36729582998647,10.7967552772527,-4.60517018598809,-1.02893076543621,0,1
61,1,0,"F","W",0,1,0,"bach degree",1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0.72108,0.03945,"suburban","married",4.83628190695148,11.5310698554062,0.00995033085316809,-3.23272123169025,0,0
44,1,1,"M","W",1,1,0,"post graduate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0.56234,0.03617,"suburban","married",4.62497281328427,11.2191314190707,1.61143591509677,-3.31952523301813,0,0
42,0,1,"M","W",0,1,0,"bach degree",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.7100488889,0.4552588889,"suburban","married",5.01727983681492,11.3798739571826,0.00995033085316809,-0.786889035249276,0,0
44,1,0,"M","W",0,1,0,"bach degree",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.39773,0.18227,"suburban","single",4.0943445622221,10.3190679943854,-4.60517018598809,-1.70226617474529,0,1
74,1,1,"F","H",0,1,0,"high school",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0.47873,0.1020988889,"suburban","married",3.25809653802148,10.9182833551111,-4.60517018598809,-2.2818134363389,0,1
37,0,1,"M","W",0,1,0,"high school",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.3808388889,0.2021388889,"rural","married",4.31748811353631,10.9212151124638,-4.60517018598809,-1.59880024903619,0,0
52,1,1,"M","W",0,1,0,"post graduate",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0.4641388889,0.1827588889,"suburban","married",5.01063529409626,11.2423102548762,-4.60517018598809,-1.69958754186344,0,0
66,0,1,"F","W",0,1,0,"some college",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0.64962,0.52294,"rural","married",2.63905732961526,10.4240654677448,-4.60517018598809,-0.648288544251719,0,0
28,0,1,"F","H",0,1,0,"high school",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0.4018988889,0.25346,"suburban","married",4.02535169073515,10.7815362921534,0.00995033085316809,-1.37254925932822,0,1
63,0,0,"M","W",0,1,0,"bach degree",1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0.46862,0.09498,"suburban","married",4.7361984483945,10.8562066410238,-4.60517018598809,-2.35408893586116,0,0
87,1,0,"F","B",0,1,0,"high school",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.37398,0.04297888889,"urban","married",4.60517018598809,10.0173518086852,-4.60517018598809,-3.14704623989347,0,1
53,1,0,"F","B",0,0,1,"no hs degree",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0.5157688889,0.05245,"urban","single",4.06044301054642,10.649250902099,-4.60517018598809,-2.94789494413983,0,1
69,1,1,"F","W",0,1,0,"post graduate",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0.39073,0.1400088889,"suburban","married",3.93182563272433,11.1294957837227,-4.60517018598809,-1.96604936624552,0,1
46,1,0,"F","W",0,1,0,"some college",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0.4350788889,0.1219888889,"suburban","married",3.29583686600433,10.8512381910286,-4.60517018598809,-2.10382531298659,0,0
40,0,1,"F","W",0,1,0,"post graduate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3730088889,0.2280088889,"suburban","married",4.54329478227,11.0343411265113,-4.60517018598809,-1.47837066438414,0,1
43,1,0,"F","H",0,1,0,"bach degree",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0.3670188889,0.1265688889,"suburban","married",4.75359019110636,11.1661725629414,-4.60517018598809,-2.06696854275783,0,1
76,1,1,"F","W",0,1,0,"high school",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0.39774,0.07315,"rural","married",3.36729582998647,10.7281453352983,-4.60517018598809,-2.615243151516,0,0
36,0,1,"F","H",1,1,0,"bach degree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0.58395,0.26324,"suburban","married",3.04452243772342,11.0018164677244,1.10194007876078,-1.33468911539422,0,1
86,1,0,"F","H",0,1,0,"unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.3975788889,0.1088788889,"urban","single",3.89182029811063,10.1660825596113,-4.60517018598809,-2.21751912550363,0,0
24,1,0,"F","W",0,1,0,"high school",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0.7566488889,0.01698,"rural","married",4.33073334028633,10.5611888861618,0.698134722070984,-4.07571909809894,0,0
80,0,1,"F","W",0,1,0,"some college",1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0.44961,0.0957,"suburban","single",3.13549421592915,12.0572187462935,-4.60517018598809,-2.34653698052323,0,0
56,0,1,"F","W",0,1,0,"high school",1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0.71549,0.1319088889,"suburban","single",3.36729582998647,11.3829648324442,-4.60517018598809,-2.02564383032409,0,0
76,0,1,"M","W",0,1,0,"some college",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0.40423,0.1239,"rural","married",4.43081679884331,10.9414116757023,-4.60517018598809,-2.08828049034704,0,1
45,0,1,"M","W",0,1,0,"some college",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0.4686388889,0.25712,"rural","married",4.20469261939097,10.817114740324,0.698134722070984,-1.35821237699293,0,0
65,1,1,"M","W",0,1,0,"bach degree",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.43917,0.09767,"urban","married",3.78418963391826,10.0586520040375,0.00995033085316809,-2.32616082952275,0,1
63,1,1,"M","W",0,1,0,"high school",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0.6057,0.06384,"suburban","married",4.02535169073515,10.589459049347,-4.60517018598809,-2.75137532584058,0,1
85,1,1,"M","W",0,1,0,"unknown",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.4258188889,0.02658888889,"rural","single",4.78749174278205,10.9950920102822,-4.60517018598809,-3.62726186136224,0,1
41,0,1,"F","B",0,1,0,"some college",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0.4798388889,0.1977288889,"suburban","married",3.85014760171006,10.5868116441473,-4.60517018598809,-1.620858434544,0,1
51,1,1,"F","B",0,1,0,"high school",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5310088889,0.32431,"suburban","married",4.48863636973214,11.3471777992973,-4.60517018598809,-1.12605543049827,0,0
71,1,0,"M","H",0,1,0,"high school",1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0.2355,0.1200788889,"suburban","married",3.78418963391826,10.9046707514282,-4.60517018598809,-2.11960634469774,0,0
49,0,1,"M","W",0,1,0,"bach degree",1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0.55686,0.1276088889,"suburban","married",3.89182029811063,10.3935082468689,-4.60517018598809,-2.05878524827204,0,1
44,0,0,"F","W",0,0,1,"some college",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5864188889,0.2342588889,"suburban","single",4.86753445045558,10.4806625568437,-4.60517018598809,-1.45132841237223,0,0
54.7736917906865,0,0,"F","W",0,1,0,"bach degree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.59907,0.05378888889,"rural","married",4.02535169073515,10.9990786152271,-4.60517018598809,-2.92268835935205,1,0
82,1,1,"F","W",0,1,0,"high school",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.4641388889,0.1827588889,"suburban","single",3.36729582998647,11.1481895470761,-4.60517018598809,-1.69958754186344,0,0
78,0,1,"M","H",0,1,0,"no hs degree",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0.4405188889,0.11404,"suburban","married",3.78418963391826,10.4221325253543,-4.60517018598809,-2.17120601493767,0,1
63,1,1,"M","W",0,1,0,"high school",1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0.54572,0.02696,"suburban","married",2.83321334405622,10.8294117333785,-4.60517018598809,-3.61340099293803,0,1
46,0,0,"F","W",0,1,0,"unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0.3834388889,0.04196888889,"rural","married",4.88280192258637,10.6237634004843,0.00995033085316809,-3.17082667589701,0,0
44,1,1,"M","W",1,1,0,"post graduate",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0.47604,0.05845,"suburban","married",4.99721227376411,11.1656349209131,1.61143591509677,-2.83958359106406,0,0
69,0,1,"M","W",0,1,0,"post graduate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0.3430088889,0.1423188889,"suburban","married",3.87120101090789,11.0418332434228,-4.60517018598809,-1.94968504270956,0,0
69,0,0,"F","B",0,1,0,"no hs degree",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0.54999,0.32025,"rural","married",3.89182029811063,10.194327134803,-4.60517018598809,-1.13865333820529,0,0
48,1,0,"M","W",0,1,0,"some college",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0.4226488889,0.0236,"suburban","married",4.48863636973214,10.8910379181827,-4.60517018598809,-3.74650856695057,0,0
66,1,1,"M","W",0,1,0,"high school",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289,0.07054,"suburban","married",2.56494935746154,10.7102758695851,-4.60517018598809,-2.65157535417423,0,0
62,0,1,"M","W",0,1,0,"post graduate",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0.4620788889,0.10195,"suburban","married",4.23410650459726,10.6981980485055,-4.60517018598809,-2.28327278196167,0,0
37,1,1,"F","W",0,1,0,"some college",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0.3271488889,0.05592,"suburban","married",4.66343909411207,10.7741321725245,-4.60517018598809,-2.88383318105658,0,0
76,1,1,"M","W",0,1,0,"high school",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0.4258188889,0.02658888889,"rural","married",4.06044301054642,11.4041257085649,-4.60517018598809,-3.62726186136224,0,0
80,0,0,"M","W",0,1,0,"post graduate",1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0.33204,0.12937,"rural","married",3.25809653802148,11.0873749895987,-4.60517018598809,-2.04507876305233,0,1
27,0,1,"F","B",0,0,0,"unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37742,0.17137,"urban","single",4.00733318523247,10.6551866200457,-4.60517018598809,-1.76393031730938,0,1
24,1,1,"M","W",0,0,1,"no hs degree",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22609,0.01676,"rural","married",4.00733318523247,11.0485221247908,-4.60517018598809,-4.0887601839282,0,1
80,0,1,"F","W",0,1,0,"high school",1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.4554588889,0.17133,"suburban","married",2.89037175789616,10.9481011361052,-4.60517018598809,-1.76416375763726,0,0
71,0,1,"F","W",0,1,0,"post graduate",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0.59621,0.08334888889,"urban","married",4.78749174278205,11.8478965754652,0.00995033085316809,-2.48472000052806,0,1
65,0,1,"M","W",0,1,0,"high school",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0.46966,0.1623,"suburban","married",3.78418963391826,10.7123934990781,-4.60517018598809,-1.81830880446159,0,1
51,0,1,"M","W",0,1,0,"some college",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.38017,0.1098288889,"suburban","single",3.93182563272433,10.4932722201009,-4.60517018598809,-2.2088316797768,0,1
48,0,1,"M","W",0,1,0,"bach degree",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0.3412588889,0.17059,"rural","married",3.93182563272433,10.8929729825133,0.00995033085316809,-1.76849226228971,0,0
46,1,1,"F","W",0,1,0,"some college",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0.61469,0.02746,"suburban","single",4.81218435537242,11.8302148821747,-4.60517018598809,-3.59502487864231,0,0
